id,kode_provinsi,provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,satuan,tahun
228,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
229,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PELAJAR,2,ORANG,2018
230,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,SWASTA/BURUH,1,ORANG,2018
232,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK BEKERJA,1,ORANG,2018
233,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,BEKERJA,0,ORANG,2018
234,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,IBU RUMAH TANGGA,4,ORANG,2018
235,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,NA,1,ORANG,2018
236,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,ORANG,2018
237,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PELAJAR,10,ORANG,2018
238,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,PNS/TNI/POLRI,1,ORANG,2018
239,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,SWASTA/BURUH,4,ORANG,2018
240,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2018
241,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,BEKERJA,0,ORANG,2018
242,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
243,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,NA,1,ORANG,2018
244,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
245,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PELAJAR,1,ORANG,2018
246,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,PNS/TNI/POLRI,1,ORANG,2018
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
249,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,BEKERJA,0,ORANG,2018
250,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2018
251,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,NA,0,ORANG,2018
252,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
253,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PELAJAR,1,ORANG,2018
254,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
255,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,SWASTA/BURUH,1,ORANG,2018
256,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
257,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,BEKERJA,0,ORANG,2018
258,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
259,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,NA,1,ORANG,2018
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
261,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PELAJAR,3,ORANG,2018
262,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
263,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
264,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
265,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,BEKERJA,1,ORANG,2018
266,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,IBU RUMAH TANGGA,2,ORANG,2018
267,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,NA,0,ORANG,2018
268,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
269,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PELAJAR,7,ORANG,2018
270,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
271,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
272,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2018
273,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,BEKERJA,0,ORANG,2018
274,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
275,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,NA,0,ORANG,2018
276,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
277,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PELAJAR,0,ORANG,2018
278,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
279,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
280,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
281,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,BEKERJA,0,ORANG,2018
282,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2018
283,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,NA,1,ORANG,2018
284,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
285,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,PELAJAR,2,ORANG,2018
286,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
287,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
289,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,BEKERJA,0,ORANG,2018
290,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
291,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,NA,0,ORANG,2018
292,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
293,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,PELAJAR,2,ORANG,2018
294,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
295,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
296,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
297,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,BEKERJA,0,ORANG,2018
298,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2018
299,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,NA,0,ORANG,2018
300,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
301,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,PELAJAR,9,ORANG,2018
302,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
303,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
304,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2018
305,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,BEKERJA,0,ORANG,2018
306,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
307,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,NA,2,ORANG,2018
308,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,PELAJAR,1,ORANG,2018
310,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
311,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
312,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,9,ORANG,2018
313,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,BEKERJA,0,ORANG,2018
314,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2018
315,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,NA,3,ORANG,2018
316,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
317,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,PELAJAR,1,ORANG,2018
318,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
319,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,SWASTA/BURUH,3,ORANG,2018
320,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,TIDAK BEKERJA,9,ORANG,2018
321,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,BEKERJA,1,ORANG,2018
322,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
323,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,NA,0,ORANG,2018
324,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
325,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,PELAJAR,7,ORANG,2018
326,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
327,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
328,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,TIDAK BEKERJA,2,ORANG,2018
329,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,BEKERJA,7,ORANG,2018
330,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,IBU RUMAH TANGGA,9,ORANG,2018
331,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,NA,0,ORANG,2018
332,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
333,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,PELAJAR,14,ORANG,2018
334,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
335,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
336,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,TIDAK BEKERJA,5,ORANG,2018
337,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,BEKERJA,0,ORANG,2018
338,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
339,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,NA,0,ORANG,2018
340,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
341,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,PELAJAR,8,ORANG,2018
342,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
343,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
344,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
345,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,BEKERJA,0,ORANG,2018
346,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2018
347,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,NA,0,ORANG,2018
348,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
349,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,PELAJAR,0,ORANG,2018
350,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
351,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
352,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
353,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,BEKERJA,0,ORANG,2018
354,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
355,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,NA,0,ORANG,2018
356,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
357,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,PELAJAR,1,ORANG,2018
358,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
359,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
360,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
361,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,BEKERJA,0,ORANG,2018
362,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,IBU RUMAH TANGGA,1,ORANG,2018
363,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,NA,0,ORANG,2018
364,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
365,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,PELAJAR,1,ORANG,2018
366,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
367,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
368,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
369,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,BEKERJA,0,ORANG,2018
370,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
371,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,NA,1,ORANG,2018
372,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
373,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,PELAJAR,2,ORANG,2018
374,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
375,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
376,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
377,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,BEKERJA,0,ORANG,2018
378,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,IBU RUMAH TANGGA,2,ORANG,2018
379,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,NA,0,ORANG,2018
380,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
381,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,PELAJAR,3,ORANG,2018
382,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
383,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,SWASTA/BURUH,1,ORANG,2018
384,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
385,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,BEKERJA,0,ORANG,2018
386,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
387,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,NA,0,ORANG,2018
388,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
389,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,PELAJAR,4,ORANG,2018
390,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
391,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
392,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
393,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,BEKERJA,1,ORANG,2018
394,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,IBU RUMAH TANGGA,4,ORANG,2018
395,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,NA,0,ORANG,2018
396,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
397,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,PELAJAR,6,ORANG,2018
398,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
399,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
400,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,TIDAK BEKERJA,1,ORANG,2018
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,BEKERJA,0,ORANG,2018
402,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
403,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,NA,1,ORANG,2018
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
405,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,PELAJAR,1,ORANG,2018
406,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
407,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
408,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
409,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,BEKERJA,1,ORANG,2018
410,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2018
411,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,NA,1,ORANG,2018
412,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
413,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,PELAJAR,6,ORANG,2018
414,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
415,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
416,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
417,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,BEKERJA,0,ORANG,2018
418,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2018
419,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,NA,1,ORANG,2018
420,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
421,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,PELAJAR,5,ORANG,2018
422,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2018
423,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2018
424,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,TIDAK BEKERJA,0,ORANG,2018
425,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,BEKERJA,1,ORANG,2018
426,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,IBU RUMAH TANGGA,0,ORANG,2018
427,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,NA,1,ORANG,2018
428,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2018
429,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,PELAJAR,7,ORANG,2018
430,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2018
431,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,SWASTA/BURUH,0,ORANG,2018
432,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,TIDAK BEKERJA,0,ORANG,2018
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,BEKERJA,0,ORANG,2019
434,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
435,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,NA,0,ORANG,2019
436,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
437,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,PELAJAR,0,ORANG,2019
438,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
439,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
440,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK BEKERJA,1,ORANG,2019
441,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,BEKERJA,0,ORANG,2019
442,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,IBU RUMAH TANGGA,4,ORANG,2019
443,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,NA,5,ORANG,2019
444,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
445,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,PELAJAR,1,ORANG,2019
446,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,ORANG,2019
447,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
448,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK BEKERJA,3,ORANG,2019
449,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,BEKERJA,0,ORANG,2019
450,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,IBU RUMAH TANGGA,0,ORANG,2019
451,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,NA,0,ORANG,2019
452,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
453,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,PELAJAR,20,ORANG,2019
454,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,ORANG,2019
455,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,ORANG,2019
456,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,1,ORANG,2019
457,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,BEKERJA,16,ORANG,2019
458,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,IBU RUMAH TANGGA,16,ORANG,2019
459,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,NA,12,ORANG,2019
460,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,ORANG,2019
461,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,PELAJAR,61,ORANG,2019
462,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,1,ORANG,2019
463,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,ORANG,2019
464,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK BEKERJA,11,ORANG,2019
